Strategy,Final Portfolio Value ($),Total Trades,Win Rate (%),Profit Factor,Max Drawdown (%),Avg Drawdown (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Duration,Start,End,SQN
BreakoutMTFStrategy_BTCUSD,N/A,116,41.37931034482759,1.3369159398534465,62.86730755961051,29.733749400665776,0.5110605652433307,1.1241720183221315,0.5464449459912664,1506 days 08:15:00,2020-08-31 21:00:00,2024-10-16 05:15:00,0.9823569313443007
